Problem:    pfsp
Rows:       36061
Columns:    2371 (1770 integer, 1770 binary)
Non-zeros:  107461
Status:     INTEGER UNDEFINED
Objective:  makespan = 0 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 makespan                    0                             
    83 rest2[3,5]                  0            57               
    84 rest2[3,6]                  0            29               
    85 rest2[3,7]                  0             2               
    86 rest2[3,8]                  0            15               
    87 rest2[3,9]                  0            97               
    88 rest2[3,10]                 0            57               
    89 rest2[4,2]                  0            81               
    90 rest2[4,3]                  0            85               
    91 rest2[4,4]                  0            48               
    92 rest2[4,5]                  0            12               
    93 rest2[4,6]                  0            93               
    94 rest2[4,7]                  0            23               
    95 rest2[4,8]                  0             4               
    96 rest2[4,9]                  0            85               
    97 rest2[4,10]                 0            64               
    98 rest2[5,2]                  0            16               
    99 rest2[5,3]                  0            43               
   100 rest2[5,4]                  0            97               
   101 rest2[5,5]                  0            90               
   102 rest2[5,6]                  0            49               
   103 rest2[5,7]                  0            54               
   104 rest2[5,8]                  0            88               
   105 rest2[5,9]                  0            59               
   106 rest2[5,10]                 0            87               
   107 rest2[6,2]                  0            77               
   108 rest2[6,3]                  0            62               
   109 rest2[6,4]                  0            29               
   110 rest2[6,5]                  0            79               
   111 rest2[6,6]                  0            44               
   112 rest2[6,7]                  0            16               
   113 rest2[6,8]                  0            85               
   114 rest2[6,9]                  0            52               
   115 rest2[6,10]                 0            27               
   116 rest2[7,2]                  0            97               
   117 rest2[7,3]                  0            30               
   118 rest2[7,4]                  0            80               
   119 rest2[7,5]                  0            30               
   120 rest2[7,6]                  0             7               
   121 rest2[7,7]                  0            87               
   122 rest2[7,8]                  0            18               
   123 rest2[7,9]                  0            30               
   124 rest2[7,10]                 0            21               
   125 rest2[8,2]                  0             8               
   126 rest2[8,3]                  0            86               
   127 rest2[8,4]                  0            61               
   128 rest2[8,5]                  0            71               
   129 rest2[8,6]                  0            10               
   130 rest2[8,7]                  0            99               
   131 rest2[8,8]                  0             6               
   132 rest2[8,9]                  0            14               
   133 rest2[8,10]                 0            75               
   134 rest2[9,2]                  0            36               
   135 rest2[9,3]                  0            48               
   136 rest2[9,4]                  0            47               
   137 rest2[9,5]                  0            61               
   138 rest2[9,6]                  0            62               
   139 rest2[9,7]                  0            86               
   140 rest2[9,8]                  0            31               
   141 rest2[9,9]                  0            50               
   142 rest2[9,10]                 0            97               
   143 rest2[10,2]                 0            32               
   144 rest2[10,3]                 0            40               
   145 rest2[10,4]                 0            85               
   146 rest2[10,5]                 0             2               
   147 rest2[10,6]                 0            62               
   148 rest2[10,7]                 0             9               
   149 rest2[10,8]                 0            18               
   150 rest2[10,9]                 0             8               
   151 rest2[10,10]                0            82               
   152 rest2[11,2]                 0            82               
   153 rest2[11,3]                 0            50               
   154 rest2[11,4]                 0            19               
   155 rest2[11,5]                 0            32               
   156 rest2[11,6]                 0            41               
   157 rest2[11,7]                 0            42               
   158 rest2[11,8]                 0            71               
   159 rest2[11,9]                 0            49               
   160 rest2[11,10]                0            23               
   161 rest2[12,2]                 0            16               
   162 rest2[12,3]                 0            41               
   163 rest2[12,4]                 0            73               
   164 rest2[12,5]                 0            43               
   165 rest2[12,6]                 0            45               
   166 rest2[12,7]                 0             4               
   167 rest2[12,8]                 0            19               
   168 rest2[12,9]                 0            42               
   169 rest2[12,10]                0            21               
   170 rest2[13,2]                 0             7               
   171 rest2[13,3]                 0            33               
   172 rest2[13,4]                 0            23               
   173 rest2[13,5]                 0            24               
   174 rest2[13,6]                 0            47               
   175 rest2[13,7]                 0             2               
   176 rest2[13,8]                 0            17               
   177 rest2[13,9]                 0             4               
   178 rest2[13,10]                0            74               
   179 rest2[14,2]                 0            80               
   180 rest2[14,3]                 0             6               
   181 rest2[14,4]                 0            86               
   182 rest2[14,5]                 0            32               
   183 rest2[14,6]                 0            53               
   184 rest2[14,7]                 0             9               
   185 rest2[14,8]                 0            39               
   186 rest2[14,9]                 0             3               
   187 rest2[14,10]                0            12               
   188 rest2[15,2]                 0             2               
   189 rest2[15,3]                 0            67               
   190 rest2[15,4]                 0            71               
   191 rest2[15,5]                 0            81               
   192 rest2[15,6]                 0             8               
   193 rest2[15,7]                 0            14               
   194 rest2[15,8]                 0            74               
   195 rest2[15,9]                 0            42               
   196 rest2[15,10]                0            48               
   197 rest2[16,2]                 0            17               
   198 rest2[16,3]                 0            93               
   199 rest2[16,4]                 0            85               
   200 rest2[16,5]                 0            11               
   201 rest2[16,6]                 0            16               
   202 rest2[16,7]                 0            60               
   203 rest2[16,8]                 0            12               
   204 rest2[16,9]                 0            30               
   205 rest2[16,10]                0            29               
   206 rest2[17,2]                 0            51               
   207 rest2[17,3]                 0             3               
   208 rest2[17,4]                 0            75               
   209 rest2[17,5]                 0            29               
   210 rest2[17,6]                 0            83               
   211 rest2[17,7]                 0            22               
   212 rest2[17,8]                 0            14               
   213 rest2[17,9]                 0            62               
   214 rest2[17,10]                0            67               
   215 rest2[18,2]                 0            80               
   216 rest2[18,3]                 0             3               
   217 rest2[18,4]                 0            54               
   218 rest2[18,5]                 0            10               
   219 rest2[18,6]                 0            99               
   220 rest2[18,7]                 0            90               
   221 rest2[18,8]                 0            32               
   222 rest2[18,9]                 0            59               
   223 rest2[18,10]                0             9               
   224 rest2[19,2]                 0            56               
   225 rest2[19,3]                 0            22               
   226 rest2[19,4]                 0            69               
   227 rest2[19,5]                 0            43               
   228 rest2[19,6]                 0            42               
   229 rest2[19,7]                 0            83               
   230 rest2[19,8]                 0            43               
   231 rest2[19,9]                 0            59               
   232 rest2[19,10]                0            23               
   233 rest2[20,2]                 0            76               
   234 rest2[20,3]                 0            50               
   235 rest2[20,4]                 0             7               
   236 rest2[20,5]                 0            21               
   237 rest2[20,6]                 0             1               
   238 rest2[20,7]                 0            97               
   239 rest2[20,8]                 0            85               
   240 rest2[20,9]                 0            10               
   241 rest2[20,10]                0            46               
   242 rest2[21,2]                 0            76               
   243 rest2[21,3]                 0            11               
   244 rest2[21,4]                 0            47               
   245 rest2[21,5]                 0            77               
   246 rest2[21,6]                 0             1               
   247 rest2[21,7]                 0            28               
   248 rest2[21,8]                 0            51               
   249 rest2[21,9]                 0            66               
   250 rest2[21,10]                0            20               
   251 rest2[22,2]                 0            91               
   252 rest2[22,3]                 0            72               
   253 rest2[22,4]                 0            10               
   254 rest2[22,5]                 0            79               
   255 rest2[22,6]                 0            71               
   256 rest2[22,7]                 0            51               
   257 rest2[22,8]                 0            15               
   258 rest2[22,9]                 0            85               
   259 rest2[22,10]                0            61               
   260 rest2[23,2]                 0            27               
   261 rest2[23,3]                 0            62               
   262 rest2[23,4]                 0            35               
   263 rest2[23,5]                 0            45               
   264 rest2[23,6]                 0            81               
   265 rest2[23,7]                 0            72               
   266 rest2[23,8]                 0            60               
   267 rest2[23,9]                 0            69               
   268 rest2[23,10]                0            60               
   269 rest2[24,2]                 0            44               
   270 rest2[24,3]                 0            15               
   271 rest2[24,4]                 0            46               
   272 rest2[24,5]                 0            73               
   273 rest2[24,6]                 0             2               
   274 rest2[24,7]                 0            34               
   275 rest2[24,8]                 0            66               
   276 rest2[24,9]                 0            92               
   277 rest2[24,10]                0            74               
   278 rest2[25,2]                 0            30               
   279 rest2[25,3]                 0            29               
   280 rest2[25,4]                 0            36               
   281 rest2[25,5]                 0            27               
   282 rest2[25,6]                 0            29               
   283 rest2[25,7]                 0            53               
   284 rest2[25,8]                 0            63               
   285 rest2[25,9]                 0            52               
   286 rest2[25,10]                0            75               
   287 rest2[26,2]                 0            46               
   288 rest2[26,3]                 0            97               
   289 rest2[26,4]                 0            78               
   290 rest2[26,5]                 0            59               
   291 rest2[26,6]                 0            73               
   292 rest2[26,7]                 0            47               
   293 rest2[26,8]                 0             2               
   294 rest2[26,9]                 0            15               
   295 rest2[26,10]                0            27               
   296 rest2[27,2]                 0            35               
   297 rest2[27,3]                 0            95               
   298 rest2[27,4]                 0            43               
   299 rest2[27,5]                 0            37               
   300 rest2[27,6]                 0            89               
   301 rest2[27,7]                 0            61               
   302 rest2[27,8]                 0            55               
   303 rest2[27,9]                 0            62               
   304 rest2[27,10]                0            86               
   305 rest2[28,2]                 0            11               
   306 rest2[28,3]                 0            88               
   307 rest2[28,4]                 0             2               
   308 rest2[28,5]                 0            20               
   309 rest2[28,6]                 0            28               
   310 rest2[28,7]                 0             3               
   311 rest2[28,8]                 0            96               
   312 rest2[28,9]                 0            83               
   313 rest2[28,10]                0            31               
   314 rest2[29,2]                 0            29               
   315 rest2[29,3]                 0            31               
   316 rest2[29,4]                 0            91               
   317 rest2[29,5]                 0            66               
   318 rest2[29,6]                 0            44               
   319 rest2[29,7]                 0            73               
   320 rest2[29,8]                 0            58               
   321 rest2[29,9]                 0            19               
   322 rest2[29,10]                0            71               
   323 rest2[30,2]                 0            46               
   324 rest2[30,3]                 0             2               
   325 rest2[30,4]                 0            94               
   326 rest2[30,5]                 0            23               
   327 rest2[30,6]                 0            27               
   328 rest2[30,7]                 0            83               
   329 rest2[30,8]                 0            53               
   330 rest2[30,9]                 0            42               
   331 rest2[30,10]                0            37               
   332 rest2[31,2]                 0             5               
   333 rest2[31,3]                 0            46               
   334 rest2[31,4]                 0            99               
   335 rest2[31,5]                 0            13               
   336 rest2[31,6]                 0            58               
   337 rest2[31,7]                 0            13               
   338 rest2[31,8]                 0            20               
   339 rest2[31,9]                 0            10               
   340 rest2[31,10]                0            49               
   341 rest2[32,2]                 0             5               
   342 rest2[32,3]                 0            19               
   343 rest2[32,4]                 0            13               
   344 rest2[32,5]                 0            62               
   345 rest2[32,6]                 0            14               
   346 rest2[32,7]                 0            56               
   347 rest2[32,8]                 0            92               
   348 rest2[32,9]                 0            96               
   349 rest2[32,10]                0            50               
   350 rest2[33,2]                 0            82               
   351 rest2[33,3]                 0            71               
   352 rest2[33,4]                 0            33               
   353 rest2[33,5]                 0            32               
   354 rest2[33,6]                 0            80               
   355 rest2[33,7]                 0             7               
   356 rest2[33,8]                 0            25               
   357 rest2[33,9]                 0            33               
   358 rest2[33,10]                0            16               
   359 rest2[34,2]                 0            99               
   360 rest2[34,3]                 0            98               
   361 rest2[34,4]                 0            69               
   362 rest2[34,5]                 0            74               
   363 rest2[34,6]                 0            73               
   364 rest2[34,7]                 0            59               
   365 rest2[34,8]                 0             7               
   366 rest2[34,9]                 0            76               
   367 rest2[34,10]                0            38               
   368 rest2[35,2]                 0            83               
   369 rest2[35,3]                 0            14               
   370 rest2[35,4]                 0            59               
   371 rest2[35,5]                 0            89               
   372 rest2[35,6]                 0            97               
   373 rest2[35,7]                 0            97               
   374 rest2[35,8]                 0            49               
   375 rest2[35,9]                 0            84               
   376 rest2[35,10]                0             4               
   377 rest2[36,2]                 0             4               
   378 rest2[36,3]                 0             9               
   379 rest2[36,4]                 0             6               
   380 rest2[36,5]                 0            70               
   381 rest2[36,6]                 0            71               
   382 rest2[36,7]                 0             6               
   383 rest2[36,8]                 0            92               
   384 rest2[36,9]                 0            85               
   385 rest2[36,10]                0             9               
   386 rest2[37,2]                 0            89               
   387 rest2[37,3]                 0            78               
   388 rest2[37,4]                 0            13               
   389 rest2[37,5]                 0            93               
   390 rest2[37,6]                 0            40               
   391 rest2[37,7]                 0            27               
   392 rest2[37,8]                 0            60               
   393 rest2[37,9]                 0             7               
   394 rest2[37,10]                0            35               
   395 rest2[38,2]                 0            76               
   396 rest2[38,3]                 0            13               
   397 rest2[38,4]                 0            53               
   398 rest2[38,5]                 0            39               
   399 rest2[38,6]                 0            18               
   400 rest2[38,7]                 0            67               
   401 rest2[38,8]                 0            86               
   402 rest2[38,9]                 0            89               
   403 rest2[38,10]                0            55               
   404 rest2[39,2]                 0            65               
   405 rest2[39,3]                 0            48               
   406 rest2[39,4]                 0            71               
   407 rest2[39,5]                 0            39               
   408 rest2[39,6]                 0            97               
   409 rest2[39,7]                 0            30               
   410 rest2[39,8]                 0            17               
   411 rest2[39,9]                 0            36               
   412 rest2[39,10]                0            88               
   413 rest2[40,2]                 0            97               
   414 rest2[40,3]                 0            85               
   415 rest2[40,4]                 0            19               
   416 rest2[40,5]                 0            91               
   417 rest2[40,6]                 0            70               
   418 rest2[40,7]                 0            34               
   419 rest2[40,8]                 0            82               
   420 rest2[40,9]                 0            73               
   421 rest2[40,10]                0            85               
   422 rest2[41,2]                 0            15               
   423 rest2[41,3]                 0            56               
   424 rest2[41,4]                 0             2               
   425 rest2[41,5]                 0            88               
   426 rest2[41,6]                 0            69               
   427 rest2[41,7]                 0            69               
   428 rest2[41,8]                 0            44               
   429 rest2[41,9]                 0            23               
   430 rest2[41,10]                0            16               
   431 rest2[42,2]                 0             7               
   432 rest2[42,3]                 0            42               
   433 rest2[42,4]                 0            72               
   434 rest2[42,5]                 0            60               
   435 rest2[42,6]                 0            98               
   436 rest2[42,7]                 0            59               
   437 rest2[42,8]                 0            94               
   438 rest2[42,9]                 0            78               
   439 rest2[42,10]                0            96               
   440 rest2[43,2]                 0            83               
   441 rest2[43,3]                 0            20               
   442 rest2[43,4]                 0            56               
   443 rest2[43,5]                 0            77               
   444 rest2[43,6]                 0            80               
   445 rest2[43,7]                 0            13               
   446 rest2[43,8]                 0            82               
   447 rest2[43,9]                 0            16               
   448 rest2[43,10]                0            69               
   449 rest2[44,2]                 0            66               
   450 rest2[44,3]                 0            13               
   451 rest2[44,4]                 0             1               
   452 rest2[44,5]                 0            77               
   453 rest2[44,6]                 0            49               
   454 rest2[44,7]                 0            51               
   455 rest2[44,8]                 0             3               
   456 rest2[44,9]                 0            88               
   457 rest2[44,10]                0            52               
   458 rest2[45,2]                 0            54               
   459 rest2[45,3]                 0            82               
   460 rest2[45,4]                 0             3               
   461 rest2[45,5]                 0            16               
   462 rest2[45,6]                 0            27               
   463 rest2[45,7]                 0            52               
   464 rest2[45,8]                 0            28               
   465 rest2[45,9]                 0            18               
   466 rest2[45,10]                0            19               
   467 rest2[46,2]                 0             4               
   468 rest2[46,3]                 0            81               
   469 rest2[46,4]                 0            52               
   470 rest2[46,5]                 0            94               
   471 rest2[46,6]                 0            93               
   472 rest2[46,7]                 0            52               
   473 rest2[46,8]                 0            86               
   474 rest2[46,9]                 0            31               
   475 rest2[46,10]                0            81               
   476 rest2[47,2]                 0            83               
   477 rest2[47,3]                 0             7               
   478 rest2[47,4]                 0            19               
   479 rest2[47,5]                 0            14               
   480 rest2[47,6]                 0            30               
   481 rest2[47,7]                 0            79               
   482 rest2[47,8]                 0            24               
   483 rest2[47,9]                 0            68               
   484 rest2[47,10]                0            79               
   485 rest2[48,2]                 0            98               
   486 rest2[48,3]                 0            77               
   487 rest2[48,4]                 0             4               
   488 rest2[48,5]                 0            11               
   489 rest2[48,6]                 0            59               
   490 rest2[48,7]                 0            17               
   491 rest2[48,8]                 0            39               
   492 rest2[48,9]                 0            13               
   493 rest2[48,10]                0            96               
   494 rest2[49,2]                 0            74               
   495 rest2[49,3]                 0            20               
   496 rest2[49,4]                 0             7               
   497 rest2[49,5]                 0            81               
   498 rest2[49,6]                 0            25               
   499 rest2[49,7]                 0             4               
   500 rest2[49,8]                 0            64               
   501 rest2[49,9]                 0            19               
   502 rest2[49,10]                0            78               
   503 rest2[50,2]                 0            21               
   504 rest2[50,3]                 0             4               
   505 rest2[50,4]                 0            15               
   506 rest2[50,5]                 0            25               
   507 rest2[50,6]                 0            52               
   508 rest2[50,7]                 0             4               
   509 rest2[50,8]                 0            23               
   510 rest2[50,9]                 0             1               
   511 rest2[50,10]                0             5               
   512 rest2[51,2]                 0            85               
   513 rest2[51,3]                 0            80               
   514 rest2[51,4]                 0            85               
   515 rest2[51,5]                 0            48               
   516 rest2[51,6]                 0            98               
   517 rest2[51,7]                 0            52               
   518 rest2[51,8]                 0            15               
   519 rest2[51,9]                 0            73               
   520 rest2[51,10]                0            28               
   521 rest2[52,2]                 0            36               
   522 rest2[52,3]                 0            16               
   523 rest2[52,4]                 0            46               
   524 rest2[52,5]                 0            40               
   525 rest2[52,6]                 0            42               
   526 rest2[52,7]                 0            11               
   527 rest2[52,8]                 0            90               
   528 rest2[52,9]                 0            29               
   529 rest2[52,10]                0            69               
   530 rest2[53,2]                 0            34               
   531 rest2[53,3]                 0            36               
   532 rest2[53,4]                 0            72               
   533 rest2[53,5]                 0            12               
   534 rest2[53,6]                 0            59               
   535 rest2[53,7]                 0            95               
   536 rest2[53,8]                 0            71               
   537 rest2[53,9]                 0            45               
   538 rest2[53,10]                0            81               
   539 rest2[54,2]                 0            36               
   540 rest2[54,3]                 0            98               
   541 rest2[54,4]                 0            63               
   542 rest2[54,5]                 0            67               
   543 rest2[54,6]                 0            60               
   544 rest2[54,7]                 0            40               
   545 rest2[54,8]                 0             6               
   546 rest2[54,9]                 0            81               
   547 rest2[54,10]                0            27               
   548 rest2[55,2]                 0            19               
   549 rest2[55,3]                 0            96               
   550 rest2[55,4]                 0            75               
   551 rest2[55,5]                 0            32               
   552 rest2[55,6]                 0             4               
   553 rest2[55,7]                 0            98               
   554 rest2[55,8]                 0            15               
   555 rest2[55,9]                 0            41               
   556 rest2[55,10]                0            95               
   557 rest2[56,2]                 0            53               
   558 rest2[56,3]                 0             7               
   559 rest2[56,4]                 0            59               
   560 rest2[56,5]                 0            21               
   561 rest2[56,6]                 0            31               
   562 rest2[56,7]                 0            66               
   563 rest2[56,8]                 0            22               
   564 rest2[56,9]                 0            80               
   565 rest2[56,10]                0            77               
   566 rest2[57,2]                 0            91               
   567 rest2[57,3]                 0            21               
   568 rest2[57,4]                 0            36               
   569 rest2[57,5]                 0             4               
   570 rest2[57,6]                 0            14               
   571 rest2[57,7]                 0            74               
   572 rest2[57,8]                 0            16               
   573 rest2[57,9]                 0            56               
   574 rest2[57,10]                0            27               
   575 rest2[58,2]                 0            74               
   576 rest2[58,3]                 0            61               
   577 rest2[58,4]                 0            47               
   578 rest2[58,5]                 0            95               
   579 rest2[58,6]                 0            37               
   580 rest2[58,7]                 0            38               
   581 rest2[58,8]                 0            99               
   582 rest2[58,9]                 0            94               
   583 rest2[58,10]                0             4               
   584 rest2[59,2]                 0            46               
   585 rest2[59,3]                 0             4               
   586 rest2[59,4]                 0             7               
   587 rest2[59,5]                 0            83               
   588 rest2[59,6]                 0            97               
   589 rest2[59,7]                 0            99               
   590 rest2[59,8]                 0             8               
   591 rest2[59,9]                 0            72               
   592 rest2[59,10]                0            16               
   593 rest2[60,2]                 0            65               
   594 rest2[60,3]                 0            18               
   595 rest2[60,4]                 0            23               
   596 rest2[60,5]                 0            66               
   597 rest2[60,6]                 0            91               
   598 rest2[60,7]                 0            52               
   599 rest2[60,8]                 0            95               
   600 rest2[60,9]                 0            31               
   601 rest2[60,10]                0            91               
   602 rest3[2,1,1]                0            73               
   603 rest3[2,1,2]                0            26               
   604 rest3[2,1,3]                0            39               
   605 rest3[2,1,4]                0            55               
   606 rest3[2,1,5]                0            72               
   607 rest3[2,1,6]                0            89               
   608 rest3[2,1,7]                0             6               
   609 rest3[2,1,8]                0             1               
   610 rest3[2,1,9]                0            71               
   611 rest3[2,1,10]
                                   0             3               
   612 rest3[3,1,1]                0             7               
   613 rest3[3,1,2]                0            28               
   614 rest3[3,1,3]                0            27               
   615 rest3[3,1,4]                0             1               
   616 rest3[3,1,5]                0            57               
   617 rest3[3,1,6]                0            29               
   618 rest3[3,1,7]                0             2               
   619 rest3[3,1,8]                0            15               
   620 rest3[3,1,9]                0            97               
   621 rest3[3,1,10]
                                   0            57               
   622 rest3[3,2,1]                0             7               
   623 rest3[3,2,2]                0            28               
   624 rest3[3,2,3]                0            27               
   625 rest3[3,2,4]                0             1               
   626 rest3[3,2,5]                0            57               
   627 rest3[3,2,6]                0            29               
   628 rest3[3,2,7]                0             2               
   629 rest3[3,2,8]                0            15               
   630 rest3[3,2,9]                0            97               
   631 rest3[3,2,10]
                                   0            57               
   632 rest3[4,1,1]                0            26               
   633 rest3[4,1,2]                0            81               
   634 rest3[4,1,3]                0            85               
   635 rest3[4,1,4]                0            48               
   636 rest3[4,1,5]                0            12               
   637 rest3[4,1,6]                0            93               
   638 rest3[4,1,7]                0            23               
   639 rest3[4,1,8]                0             4               
   640 rest3[4,1,9]                0            85               
   641 rest3[4,1,10]
                                   0            64               
   642 rest3[4,2,1]                0            26               
   643 rest3[4,2,2]                0            81               
   644 rest3[4,2,3]                0            85               
   645 rest3[4,2,4]                0            48               
   646 rest3[4,2,5]                0            12               
   647 rest3[4,2,6]                0            93               
   648 rest3[4,2,7]                0            23               
   649 rest3[4,2,8]                0             4               
   650 rest3[4,2,9]                0            85               
   651 rest3[4,2,10]
                                   0            64               
   652 rest3[4,3,1]                0            26               
   653 rest3[4,3,2]                0            81               
   654 rest3[4,3,3]                0            85               
   655 rest3[4,3,4]                0            48               
   656 rest3[4,3,5]                0            12               
   657 rest3[4,3,6]                0            93               
   658 rest3[4,3,7]                0            23               
   659 rest3[4,3,8]                0             4               
   660 rest3[4,3,9]                0            85               
   661 rest3[4,3,10]
                                   0            64               
   662 rest3[5,1,1]                0            53               
   663 rest3[5,1,2]                0            16               
   664 rest3[5,1,3]                0            43               
   665 rest3[5,1,4]                0            97               
   666 rest3[5,1,5]                0            90               
   667 rest3[5,1,6]                0            49               
   668 rest3[5,1,7]                0            54               
   669 rest3[5,1,8]                0            88               
   670 rest3[5,1,9]                0            59               
   671 rest3[5,1,10]
                                   0            87               
   672 rest3[5,2,1]                0            53               
   673 rest3[5,2,2]                0            16               
   674 rest3[5,2,3]                0            43               
   675 rest3[5,2,4]                0            97               
   676 rest3[5,2,5]                0            90               
   677 rest3[5,2,6]                0            49               
   678 rest3[5,2,7]                0            54               
   679 rest3[5,2,8]                0            88               
   680 rest3[5,2,9]                0            59               
