Problem:    pfsp
Rows:       18061
Columns:    2071 (1770 integer, 1770 binary)
Non-zeros:  53761
Status:     INTEGER UNDEFINED
Objective:  makespan = 0 (MINimum)

   No.   Row name        Activity     Lower bound   Upper bound
------ ------------    ------------- ------------- -------------
     1 makespan                    0                             
   456 rest3[9,3,5]                0            39               
   457 rest3[9,4,1]                0            83               
   458 rest3[9,4,2]                0            48               
   459 rest3[9,4,3]                0            16               
   460 rest3[9,4,4]                0            35               
   461 rest3[9,4,5]                0            39               
   462 rest3[9,5,1]                0            83               
   463 rest3[9,5,2]                0            48               
   464 rest3[9,5,3]                0            16               
   465 rest3[9,5,4]                0            35               
   466 rest3[9,5,5]                0            39               
   467 rest3[9,6,1]                0            83               
   468 rest3[9,6,2]                0            48               
   469 rest3[9,6,3]                0            16               
   470 rest3[9,6,4]                0            35               
   471 rest3[9,6,5]                0            39               
   472 rest3[9,7,1]                0            83               
   473 rest3[9,7,2]                0            48               
   474 rest3[9,7,3]                0            16               
   475 rest3[9,7,4]                0            35               
   476 rest3[9,7,5]                0            39               
   477 rest3[9,8,1]                0            83               
   478 rest3[9,8,2]                0            48               
   479 rest3[9,8,3]                0            16               
   480 rest3[9,8,4]                0            35               
   481 rest3[9,8,5]                0            39               
   482 rest3[10,1,1]
                                   0            18               
   483 rest3[10,1,2]
                                   0            24               
   484 rest3[10,1,3]
                                   0            82               
   485 rest3[10,1,4]
                                   0             1               
   486 rest3[10,1,5]
                                   0            91               
   487 rest3[10,2,1]
                                   0            18               
   488 rest3[10,2,2]
                                   0            24               
   489 rest3[10,2,3]
                                   0            82               
   490 rest3[10,2,4]
                                   0             1               
   491 rest3[10,2,5]
                                   0            91               
   492 rest3[10,3,1]
                                   0            18               
   493 rest3[10,3,2]
                                   0            24               
   494 rest3[10,3,3]
                                   0            82               
   495 rest3[10,3,4]
                                   0             1               
   496 rest3[10,3,5]
                                   0            91               
   497 rest3[10,4,1]
                                   0            18               
   498 rest3[10,4,2]
                                   0            24               
   499 rest3[10,4,3]
                                   0            82               
   500 rest3[10,4,4]
                                   0             1               
   501 rest3[10,4,5]
                                   0            91               
   502 rest3[10,5,1]
                                   0            18               
   503 rest3[10,5,2]
                                   0            24               
   504 rest3[10,5,3]
                                   0            82               
   505 rest3[10,5,4]
                                   0             1               
   506 rest3[10,5,5]
                                   0            91               
   507 rest3[10,6,1]
                                   0            18               
   508 rest3[10,6,2]
                                   0            24               
   509 rest3[10,6,3]
                                   0            82               
   510 rest3[10,6,4]
                                   0             1               
   511 rest3[10,6,5]
                                   0            91               
   512 rest3[10,7,1]
                                   0            18               
   513 rest3[10,7,2]
                                   0            24               
   514 rest3[10,7,3]
                                   0            82               
   515 rest3[10,7,4]
                                   0             1               
   516 rest3[10,7,5]
                                   0            91               
   517 rest3[10,8,1]
                                   0            18               
   518 rest3[10,8,2]
                                   0            24               
   519 rest3[10,8,3]
                                   0            82               
   520 rest3[10,8,4]
                                   0             1               
   521 rest3[10,8,5]
                                   0            91               
   522 rest3[10,9,1]
                                   0            18               
   523 rest3[10,9,2]
                                   0            24               
   524 rest3[10,9,3]
                                   0            82               
   525 rest3[10,9,4]
                                   0             1               
   526 rest3[10,9,5]
                                   0            91               
   527 rest3[11,1,1]
                                   0            12               
   528 rest3[11,1,2]
                                   0            14               
   529 rest3[11,1,3]
                                   0            13               
   530 rest3[11,1,4]
                                   0            16               
   531 rest3[11,1,5]
                                   0            87               
   532 rest3[11,2,1]
                                   0            12               
   533 rest3[11,2,2]
                                   0            14               
   534 rest3[11,2,3]
                                   0            13               
   535 rest3[11,2,4]
                                   0            16               
   536 rest3[11,2,5]
                                   0            87               
   537 rest3[11,3,1]
                                   0            12               
   538 rest3[11,3,2]
                                   0            14               
   539 rest3[11,3,3]
                                   0            13               
   540 rest3[11,3,4]
                                   0            16               
   541 rest3[11,3,5]
                                   0            87               
   542 rest3[11,4,1]
                                   0            12               
   543 rest3[11,4,2]
                                   0            14               
   544 rest3[11,4,3]
                                   0            13               
   545 rest3[11,4,4]
                                   0            16               
   546 rest3[11,4,5]
                                   0            87               
   547 rest3[11,5,1]
                                   0            12               
   548 rest3[11,5,2]
                                   0            14               
   549 rest3[11,5,3]
                                   0            13               
   550 rest3[11,5,4]
                                   0            16               
   551 rest3[11,5,5]
                                   0            87               
   552 rest3[11,6,1]
                                   0            12               
   553 rest3[11,6,2]
                                   0            14               
   554 rest3[11,6,3]
                                   0            13               
   555 rest3[11,6,4]
                                   0            16               
   556 rest3[11,6,5]
                                   0            87               
   557 rest3[11,7,1]
                                   0            12               
   558 rest3[11,7,2]
                                   0            14               
   559 rest3[11,7,3]
                                   0            13               
   560 rest3[11,7,4]
                                   0            16               
   561 rest3[11,7,5]
                                   0            87               
   562 rest3[11,8,1]
                                   0            12               
   563 rest3[11,8,2]
                                   0            14               
   564 rest3[11,8,3]
                                   0            13               
   565 rest3[11,8,4]
                                   0            16               
   566 rest3[11,8,5]
                                   0            87               
   567 rest3[11,9,1]
                                   0            12               
   568 rest3[11,9,2]
                                   0            14               
   569 rest3[11,9,3]
                                   0            13               
   570 rest3[11,9,4]
                                   0            16               
   571 rest3[11,9,5]
                                   0            87               
   572 rest3[11,10,1]
                                   0            12               
   573 rest3[11,10,2]
                                   0            14               
   574 rest3[11,10,3]
                                   0            13               
   575 rest3[11,10,4]
                                   0            16               
   576 rest3[11,10,5]
                                   0            87               
   577 rest3[12,1,1]
                                   0            70               
   578 rest3[12,1,2]
                                   0             2               
   579 rest3[12,1,3]
                                   0            90               
   580 rest3[12,1,4]
                                   0            91               
   581 rest3[12,1,5]
                                   0            36               
   582 rest3[12,2,1]
                                   0            70               
   583 rest3[12,2,2]
                                   0             2               
   584 rest3[12,2,3]
                                   0            90               
   585 rest3[12,2,4]
                                   0            91               
   586 rest3[12,2,5]
                                   0            36               
   587 rest3[12,3,1]
                                   0            70               
   588 rest3[12,3,2]
                                   0             2               
   589 rest3[12,3,3]
                                   0            90               
   590 rest3[12,3,4]
                                   0            91               
   591 rest3[12,3,5]
                                   0            36               
   592 rest3[12,4,1]
                                   0            70               
   593 rest3[12,4,2]
                                   0             2               
   594 rest3[12,4,3]
                                   0            90               
   595 rest3[12,4,4]
                                   0            91               
   596 rest3[12,4,5]
                                   0            36               
   597 rest3[12,5,1]
                                   0            70               
   598 rest3[12,5,2]
                                   0             2               
   599 rest3[12,5,3]
                                   0            90               
   600 rest3[12,5,4]
                                   0            91               
   601 rest3[12,5,5]
                                   0            36               
   602 rest3[12,6,1]
                                   0            70               
   603 rest3[12,6,2]
                                   0             2               
   604 rest3[12,6,3]
                                   0            90               
   605 rest3[12,6,4]
                                   0            91               
   606 rest3[12,6,5]
                                   0            36               
   607 rest3[12,7,1]
                                   0            70               
   608 rest3[12,7,2]
                                   0             2               
   609 rest3[12,7,3]
                                   0            90               
   610 rest3[12,7,4]
                                   0            91               
   611 rest3[12,7,5]
                                   0            36               
   612 rest3[12,8,1]
                                   0            70               
   613 rest3[12,8,2]
                                   0             2               
   614 rest3[12,8,3]
                                   0            90               
   615 rest3[12,8,4]
                                   0            91               
   616 rest3[12,8,5]
                                   0            36               
   617 rest3[12,9,1]
                                   0            70               
   618 rest3[12,9,2]
                                   0             2               
   619 rest3[12,9,3]
                                   0            90               
   620 rest3[12,9,4]
                                   0            91               
   621 rest3[12,9,5]
                                   0            36               
   622 rest3[12,10,1]
                                   0            70               
   623 rest3[12,10,2]
                                   0             2               
   624 rest3[12,10,3]
                                   0            90               
   625 rest3[12,10,4]
                                   0            91               
   626 rest3[12,10,5]
                                   0            36               
   627 rest3[12,11,1]
                                   0            70               
   628 rest3[12,11,2]
                                   0             2               
   629 rest3[12,11,3]
                                   0            90               
   630 rest3[12,11,4]
                                   0            91               
   631 rest3[12,11,5]
                                   0            36               
   632 rest3[13,1,1]
                                   0            92               
   633 rest3[13,1,2]
                                   0            93               
   634 rest3[13,1,3]
